1;0;0;0;Мы на базе?
1;0;0;0;ИРИС, ты здесь?
0;7;9;2;Да, Таро. Что случилось? Выглядишь нервозно.
0;7;9;1;Затяжной полёт Вектора-Время?
1;0;0;4;Да если бы! Эта хреновина, закинула нас хрен пойми куда, хрен пойми когда!
0;7;9;6;Ну, про "когда" - промежуток небольшой: между безопасной точкой и тогда, когда наномашины закончились.
1;0;0;4;А ты так спокоен! Погоди, хочешь сказать, что это было в наше время?
0;7;9;2;Давай спокойнее, Таро. Что ты видел?
1;0;0;4;По показаниям барометра, мы были 6 лямов километров вглубь Вечности.
1;0;0;7;Ничерта уже не видно, ИПИ сказал - что ориентиров нет, да и я ничего не видел, кроме ряби от гиперболического пространства.
1;0;0;3;И тут - огромная хрень, похожая на часы, прямо перед нами!
1;0;0;3;Корпусов 12 в диаметре, висит неподвижно! В ВЕЧНОСТИ!
1;0;0;3;Меня к слову, тянуло вглубь и разрывало обшивку от давления.
1;0;0;0;Я закончил.
0;7;9;5;Что могу сказать, Таро: Вектор-Время и вправду, может дать осечку при расчётах. 
0;7;9;5;Ограничения квантовой физики. Но повторный перерасчёт всегда устраняет ошибку.
0;7;9;7;Однако шанс этого такой же, как направляя лазером в небо, надеятся, что он ослепит пилота самолёта на планете в другой галактике.
0;7;9;5;Я не знаю, сколько раз ты возвращался во времени. Получается, что ты - везунчик.
0;7;9;3;Что касается "часов" - и не такое видели, рядом с Вечностью.
0;7;9;6;Отрицательное давление влияет на каждую точку пространства, в том числе на электроны в твоём мозге...
1;0;0;1;Ты хочешь сказать, что я спятил?
0;7;10;2;<color=magenta>МОЛЧАТЬ.</color> Я говорю.
0;7;9;4;Вечность - слишком суровая стихия, чтобы в ней могло хоть что-то находится.
0;7;9;5;Можно поверить в биоту - которая, хрен пойми как, но смогла существовать в этой стихии.
0;7;9;6;Но любой не-живой объект, унесёт вглубь Вечности, где его разорвёт на струны растущее отрицательное давление.
0;7;9;7;С которым невозможно совладать, так как это - эффект растущей степени гиперболического искривления пространства.
0;7;9;4;И ты, всё это сам знаешь, Таро. Этому учат в любой школе космонавтики.
0;7;9;7;Теперь, когда мы вспомнили 1-й класс, что более вероятно: что тебе предвиделось, как и сотням тех, кто бывал рядом с Вечностью,
0;7;9;5;Или, что ты видел около-божественную материю, которой плевать на законы мироздания?
1;0;0;0;...
1;16;0;0;...
1;16;0;0;...
1;0;0;0;Мне нечего сказать.
1;16;0;2;Может быть, Зевс... или Аида меня выслушают.
0;7;9;4;Таро, тебе нужен отдых. Отдыхай в киберсне - сколько душе угодно.
1;0;0;1;Ага, спасибо за совет, компьютер.
