0;7;9;6;Добро пожаловать в лабораторию. Здесь ты можешь утверждать разработку новых технологий по изученным чертежам.
1;0;0;0;Гламурненько.
0;7;9;6;Цветовая палитра подобрана не спроста. Такой оттенок дают восстановительные цезиевые лампы.
1;0;0;2;Замедляют окислительные процессы, я знаю.
0;7;9;4;Это в твоё, Таро, время, они замедляли. Теперь же полностью предотвращают.
1;0;0;6;Да-да, а это что? Лента с перфокартами? За 1800 лет не придумали аналоговый носитель информации получше?
0;7;9;5;Они нужны только чтобы обратиться к ядру с запросом: "получить программу чертежей".
0;7;9;5;Они надёжнее магнитных и фотоголографических носителей. Да и считыватель работает быстрее.
1;0;0;1;Как этим пользоваться?
0;7;9;6;Всё просто, Таро - сопоставляешь нужную перфокарту со считывателем слева и получаешь программу чертежей.
0;7;9;7;Там легко разобраться, если у тебя ещё остались мозги. Некоторые чертежи доступны сразу, некоторые - надо завершить.
1;0;0;3;Хочешь сказать, чертили-чертили и недочертили?
0;7;9;6;Это восстановленные сканы с обломков хранилищ ENNEAD, Space Ocean и других фракций, подобранные под тебя.
0;7;9;4;Большинство из них повреждено, но информация, как их закончить - имеется.
0;7;9;6;Твоё право утвердить их разработку за накопленный космилит и/или позитроний. Я сразу же займусь внедрением.
1;0;0;1;Моё слово обязательно?
0;7;9;6;Твоё слово никому не нужно, а вот твоя печать - да. Таков протокол и я не могу его нарушить.
1;0;0;3;Чтобы ты заткнулся, мне нужно разнести это помещение?
0;7;9;5;Нет, это лишь контроллер цеха разработки. Моё ядро 4-мя метрами ниже, в саркофаге.
1;0;0;6;Тот, кто догадался в саркофаге беречь компьютера-гандона, очень умён. Разумное распределение ресурсов станции.
0;7;9;0;Передам это Зевсу.
1;0;0;2;Пошёл ты. Всё, дальше сам разберусь. 
