0;7;9;0;Таро, очнись.
1;2;0;0;Ах-х...
1;0;0;0;Что случилось?!
0;7;9;7;При возвращении, твой киберсон продлился дольше, чем ожидалось. Возможно, побочный эффект работы Вектора-Время.
1;0;0;1;Насколько дольше, чем обычно?
0;7;9;0;2 дня.
1;0;0;2;Твою мать... а разбудить было никак, ИРИС?
0;7;9;6;Если это побочный эффект Вектора-Время, то вмешательство могло нарушить работу твоей ЦНС, Таро.
0;7;9;3;Много времени упущено, пилот. Однако, мне было, чем занятся.
0;7;9;5;Вместе с твоим возвращением, радар заметил неопознанный объект, двигающийся к станции.
1;0;0;2;Противники? Или... неопознанный, говоришь?
0;7;9;4;Им оказалось нечто, похожее на иллюстрации существ из Вечности.
0;7;9;6;Ни один контакт с подобными существами не был задокументирован, однако объект поразительно похож на зарисовки.
1;0;0;4;Может, чьи-то проделки? Какова вероятность встретить биоту Вечности?
0;7;9;7;Похоже на какую-то ловушку, розыгрыш или подарок. Объект не подаёт признаков жизни, и не создаёт электромагнитное поле.
0;7;9;7;Однако, замечено лёгкое искажение гравитации рядом с объектом. Отклонение в тысячи раз превосходит допустимую погрешность.
1;0;0;2;А почему "ловушка, розыграш или подарок"?
0;7;9;4;Проведя анализ, была замечена полость в носовой части объекта. 
0;7;9;5;Форм-фактор идеальный, для установки модуля кабины пилота или стандартного саркофага.
1;0;0;4;Хочеь сказать, кто-то подогнал нам корпус для космического корабля?
0;7;9;6;Да. Он оснащён силовой установкой, двигателем, контуром активной защиты, а также есть нечто, похожее на оружие.
1;0;0;2;Блять, плохая идея, ИРИС, очень плохая!
0;7;9;6;За 6 часов в сборочном цехе, я перебрал каждую систему корабля и не обнаружил шпионского оборудования.
1;0;0;0;...
0;7;9;4;А затем - установил модуль кабины пилота Space Ocean с Вектором-Время.
1;0;0;0;Ну не-е-е-ет, ИРИС!
0;7;9;0;Да, Таро.
0;7;9;7;Корабль вышел уникальный в своём роде. Он оснащён своим ядром и оружием. Установка нашего снаряжения невозможна.
0;7;9;1;Представляю тебе - "Псевдолипарис"
1;0;0;1;Знакомые очертания...
0;7;9;7;Работу всех систем предстоит обкатать, чтобы узнать, как они действуют вместе. Но некоторые ньюансы я могу тебе рассказать.
0;7;9;7;Контур активной защиты отличается от нашего - у корабля огромный запас прочности, но при стандартном давлении он теряет жидкость контура.
0;7;9;4;Тараны могут немного замедлить процесс. Впрочем, на этом всё.
1;0;0;2;И сколько он может так продержаться?
0;7;9;0;Минут пять.
1;0;0;1;И нахрена он нам такой нужен?
0;7;9;7;Тебе необходимо его проверить. К ядру подключена занимательная система по взращиванию ксенобиологического организма.
1;0;0;5;Занимательная ксенобиология... только не она! Это какой-то розыгрыш, ИРИС? За два дня тебе стало скучно?
0;7;9;6;Информации слишком много. Буду составлять отчёт, с которым ты сможешь ознакомиться в будущей библиотеке.
1;0;0;5;Пилотировать не известно что... Что-ж, я ведь и исследователь по своей специальности...
1;0;0;5;И всё-таки... где я его уже видел? Может, я тоже видел эти зарисовки в молодости?
1;16;0;2;Но это было 1800 лет назад... сомневаюсь...
