1;0;0;0;Сигареты?
0;6;8;5;Да, сигареты. Марка "Синий Брат". 1 пачка. Печать отсутствует - они нелегальные.
0;6;8;6;Однако они добавлены в исключения встроенного брандмауэра лично Зевсом. Этому пакету можно доверять.
1;0;0;6;Блять, ИПИ, какие сигареты за 300 аурита? Среди модулей, которые нахрен, могут пересобрать мой корабль?
0;6;8;6;Они из лазурного табака, который сам по себе дорогой - он растёт только под водой, в среде особых бактерий.
0;6;8;5;Да и сами сигареты в Космосе - вещь редкая и востребованная. Вот тебе объяснение.
1;0;0;4;Допустим, спасибо большое за объяснение. И что мне с ними делать?
0;6;8;1;Использовать по назначению.
1;0;0;4;А я то думал жрать их. ИПИ, подскажи мне пожалуйста, как курить сигареты,
1;0;0;6;которые находятся в главном шлюзе нашего корабля-носителя? Когда я без ног и прикован к капитанскому креслу?
1;0;0;5;Засунешь их в движок, или может, сотрёшь в порошок и напылишь на пламегасители?
0;6;8;1;Таро, я понял Ваш намёк.
1;0;0;0;И что ты понял?
0;6;8;4;Разместим их в тепловом диффузоре вентилляционной системы корабля.
1;0;0;1;Ахуенно. Я потеряю сознание?
0;6;8;5;Нет, будет казаться, что всё медленее чем обычно, будет колоть в сердце, немного морозить
0;6;8;5;и ощущение, как при прослушивании хорошей музыки. Выветрится к концу миссии.
1;0;0;6;Неужели, хоть что-то успокаивающее в этом безумном мире будущего. Очередной раз, спасибо Зевсу.
