0;33;7;3;Не помнишь, как зовут того нашего врача, по крови?
1;1;0;5;Привет, Диля. Нет, не помню. Фамилия какая-то сложновыговариваемая, четыре слога.
0;33;7;3;Блин, жаль. А в четверг, пойдёшь на утренюю тренировку в 11?
1;17;0;7;Забавно, что мне приснилась именно ты. Наверное, всплыли воспоминания с нашей игры в баскетбол, после тренировок...
1;1;0;5;Хоть и ростом я не одарён, твоя игра вдохновляла меня развиваться, изучать эту тему.
0;33;7;2;Тебе правда, так нравился мой баскетбол?
1;1;0;0;Выглядишь уставшей.
0;33;7;3;Ты всегда выглядишь бодрым, Таро. Так не честно.
1;1;0;6;Сама знаешь, что с нашим режимом - заебешься в любом случае. Мне просто повезло - физиономия, как у камня.
1;1;0;2;Хотя осталось немного - всего пару неделек...
1;3;0;0;Точнее... ну как...
1;17;0;0;Как бы сказать...
0;33;7;0;Говори, как есть.
1;1;0;4;Я криосон уже пережил. А сейчас - просто сплю и ты мне снишься.
0;33;7;2;Как тебе криосон? Наши догадки были верны?
1;1;0;6;Честно - лучше бы были. Постоянно снились какие-то кошмары, с душевными терзаниями и компиляцией воспоминаний.
1;1;0;4;Как будто ад, с вечными терзаниями. Хорошо, что это закончилось...
0;33;7;4;Хах, а мне было бы легче, зная, что забвение меня не настигает.
1;3;0;0;...
0;33;7;0;Таро...
0;33;7;1;А я... <color=#ff0040>осталась жива?</color>
