1;0;0;4;Что Полигон имел ввиду, под "Высокими"? Это какой-то слой общества?
0;6;8;7;Человечество крайне многочисленно, Сэр - оно содержит весь спектр возможных социальных, экономических и политических слоёв.
0;6;8;5;"Высокие" - это обобщение всех, кто максимально приближен к руководству фракций. 
1;0;0;1;Чиновники что-ли какие-то?
0;6;8;7;Нет, Сэр. Даже президенты - это среднее звено во фракции, которому отведен лишьопределённый участок суши на какой-либо планете.
0;6;8;5;Руководство фракций и их приближённые, управляют Космосом, если можно так выразится.
1;0;0;6;Мы похожи на тех, кто может "управлять Космосом"? Максимум - почётный пилот какой-то там фракции.
0;6;8;6;У Вас на борту крайне высокотехнологичное устройство. У него достаточно потенциала, чтобы повлиять на Космос.
0;6;8;3;А Вы - пилот, которому доверили эту секретную технологию.
0;6;8;6;Ещё Вас, Сэр, можно считать приближённым к Зевсу. А Зевс - руководитель фракции Space Ocean.
1;0;0;3;Етить, я получается, тот самый буржуй с красных плакатов?
1;0;0;2;Я должен был бороться, а не примкнуть...
1;0;0;7;Хотя для меня, этот мир - не мой мир, что я ранее знал и любил. Поэтому я крайне благодарен обстоятельствам, что я теперь из "Высоких".
1;0;0;3;Мне бы конечно, хотя бы знать точно, что у Зевса на уме...
1;0;0;1;Но я уже понял, что многого прошу.
0;6;8;3;Уверен, Сэр, Вы получите ответы на все свои вопросы.
