1;0;0;3;Ебать, ИПИ, что с планетой? Как будто воронка в ад!
0;6;8;5;Она в процессе разработки бериллия. Буровые станции по очереди напрямик вбуриваются в неё.
1;0;0;2;Она что, вся из бериллия? Как такое возможно?
0;6;8;1;Сэр, Вы слышали о минералопонике?
1;0;0;6;Это когда затравочный кристалл растёт в порошковой среде в присутствии катализатора? Только не говори...
1;0;0;5;Что они всю планету нахрен преобразовали в кристалл? Это же охренеть сколько химикатов!
0;6;8;2;Уровень производства значительно вырос, Сэр.
1;0;0;6;Жуть какая... А это возможно провернуть с обитаемой планетой? Какие нужны условия для роста кристаллов?
0;6;8;3;Сэр, приближаются отряды Emerald, подготовьтесь.
1;0;0;2;Так, 5 секунд на переваривание шока...
1;0;0;1;Мир точно сошёл с ума. Поехали.
