0;13;10;7;Пилот Space Ocean, откуда в тебе столько концентрации? Не может же обычный человек, вот так мансить с 99% точностью.
0;13;10;3;С самых Границ Космоса, я так понимаю, движешь.
0;13;10;3;Ты бы лучше на родине помогал, у вас там куча своих проблем.
1;0;0;2;Делаешь вид, что тут ничего не произошло?
0;13;10;6;Что у вас на уме - понять не могу. У KRAFTAN свои разборки с Total Engune, почему вы везде суете свой нос?
0;13;10;1;Что у вашего... как там его...
0;13;10;1;Зевса на уме, понять не могу. 
0;13;10;5;Старику под сраку лет, летает мыслями об ENNEAD, ты то знаешь, что у него на уме?
1;0;0;0;...
1;16;0;1;Как будто у меня есть выбор.
