1;17;0;0;Я не знаю.
0;33;7;5;Как это? Это... разве не первое, что ты должен проверить, после пробуждения?
1;1;0;5;Была бы возможность. Сейчас всё, что у меня есть - призрачная надежда увидеть Аиду.
0;33;7;1;А я... что со мной...
1;1;0;3;Не знаю, Диля. Прости, что у меня нет ответа сейчас...
1;1;0;4;Не уверен, что я могу получить хоть на что-то правильный ответ.
0;33;7;1;Ты ведь скоро уйдёшь...
0;33;7;2;А у меня больше ничего не останется.
1;17;0;7;Это тяжело сказать вслух здесь и сейчас... но ты - простое сновидение. Что стало с настоящей Дилей - я не знаю.
0;33;7;0;Понятно.
1;17;0;1;Может, о чём-то другом поговорим?
0;33;7;1;Нет, Таро. Тебе лучше идти.
1;1;0;2;Но мне так не хочется оставлять тебя здесь.
0;33;7;4;Как ты это себе представляешь? С такой атмосферой, ничего уже не выйдет.
0;33;7;3;Тебе лучше забыть обо мне, и сфокусироваться на своём пути.
1;1;0;2;Я обязательно узнаю, что с тобой случилось.
