0;7;9;1;Таро, ты что творишь?
1;0;0;3;Я уже понял, что совершил ошибку. Что будем делать?
0;7;9;6;Что будем сейчас делать - понятно, а вот что будем делать, когда разберёмся с ними - придётся обсуждать с Зевсом.
1;0;0;1;Ты знаешь кто это?
0;7;9;4;Расшифровал - это Полимер и Полином. Два отброса спецназа Федерации Млекомеды.
0;7;9;3;Я не знаю, как они еще служат на этой границе Космоса.
0;7;9;5;Они известны тем, что крышуют бандитов, взамен на процент прибыли. По бумажкам у них всё чисто.
1;0;0;2;У спецназа, наверное, дохрена оружия?
0;7;9;4;Это мелочи. Надо думать о том - что делать, когда все узнают о тебе и нас.
1;0;0;1;Мне очень жаль, ИРИС.
0;7;9;7;Таро, твоя модель поведения не соответствует рассчитаной. Похоже, что мы не учли ещё какие-то побочные эффекты терапии.
0;7;9;2;Есть какие-либо жалобы по самочувствию?
1;0;0;3;Голова раскалывается от всего, что происходит... а - и ног не чувствую.
0;7;9;1;Понятно, доложу Зевсу.
1;0;0;2;ИРИС, а ты можешь ему позвонить?
0;7;9;3;Я позвоню ему, когда ты будешь разбираться с этими двумя. Поговорите после задания.
0;7;9;5;А сейчас, Таро - я передам на корабль-носитель запасные ресурсы. Перед боем подготовь корабль в сервисе.
1;0;0;1;Понял, будет сделано.
1;0;0;3;Сам себе создал проблему... Вот так вот, сам себя заново перевоспитаю.
