1;0;0;4;Что-ж, двигаться дальше, вдоль Границы, до следующей пушки звучит разумно.
1;0;0;3;Но почему вы уверены, что Федерация нас здесь потеряет?
0;6;8;2;Сэр, мы не уверены, но шанс высокий.
0;6;8;7;На этой границе располагается множество лагерей сталкеров. Один этот фактор сильно сдерживает разведку Федерации.
0;6;8;6;Вдобавок, здесь много титановых астероидов, которые очень сложно уничтожать - слишком высокий риск крушения.
1;0;0;3;Что ещё за сталкеры такие? Какие-то особенные бандиты?
0;6;8;6;Сталкеры - сформированное 800 лет назад нарицательное обозначение неких "технологических маньяков".
0;6;8;5;Индивиды, кто отказался от своего гражданства и теперь в Космосе сам за себя.
0;6;8;7;Они самостоятельно собирают и тюнингуют системы своих кораблей, чтобы противостоять охранным структурам фракций.
0;6;8;6;Со временем, всё это вылилось в некую субкультуру, и сталкеры стали появляться по всему Космосу.
0;6;8;4;Мы Сэр, сами своего рода "сталкеры", для фракций. Воины-одиночки. 
1;0;0;6;Я вот удивляюсь - как парадоксально, что кто-то в одиночку, может противостоять слаженным структурам.
1;0;0;4;Неужели, в будущем так легко собрать чудо техники у себя под задницей?
0;6;8;7;За деньги можно стать кем угодно. Главное - раздобыть их. Хотя зачастую, технологии получаются путём краж и ограблений.
1;0;0;7;Вот в кражи я верю больше. Когда миром правят деньги - всегда будет производная уровня криминала. И чем больше неравенство, тем больше хаос.
1;0;0;6;Раз уж сталкеры, представляют угрозу фракциям, полагаю - сейчас в мире катастрофический уровень неравенства.
0;6;8;7;Сталкеры не угроза, а заноза. Но рассуждаете Вы правильно - уровень неравенства несопоставим с таковым в Ваше время.
1;0;0;3;Мне надо смотреть в оба? Как только встречу - отступаем?
0;6;8;5;Ни в коем случае, Сэр. Во-первых, сталкеры не опаснее отряда фракции. Во-вторых:
0;6;8;7;Все сталкеры имеют на своём борту <color=#FF8800>ПОЗИТРОННЫЙ</color> реактор. Это атрибутика субкультуры, неотъемлимая часть.
1;0;0;5;О, тот самый <color=#FF8800>ПОЗИТРОНИЙ</color>? Мы сможем его собирать... со сталкеров?
0;6;8;4;Всё верно. Это единственный источник, доступный в нашей ситуации.
0;6;8;7;Впрочем, Сэр, сталкеры - встречаются довольно редко. Поэтому наберитесь терпения, если Вам потребуется позитроний.
1;0;0;4;Ага, будем нагибать пространство-время. Ладно - приступаю к заданию.
