1;0;0;1;Третий сектор, а одни бандиты.
1;0;0;2;Мы точно на территории Total Engine?
0;6;8;5;Точно, Сэр. Берилловый Карьер - весьма протяжённая зона. Силы фракции находятся глубже.
1;0;0;5;Что это вообще за место? Вижу, что рядом была гиперновая, это вокруг неё кипиш?
0;6;8;7;Отчасти. Взрыв гиперновой синтезировал множество элементов, группы лантаноидов, достаточно редких на карьерных планетах.
0;6;8;4;Total Engine использует их для работы своей дочерней фракции Emerald.
1;0;0;7;Значит здесь будет фракция Emerald... Раз дочерняя, значит - специализируется на чём-то особенном? Как раньше отделы были?
0;6;8;5;Всё верно. Дочерние фракции дают свои юридические и психосоциальные преимущества.
0;6;8;7;Emerald специализируется на технологии берилловых лазеров. Более мощные, чем рубиновые, и что самое главное - сочетающие множество частот.
1;0;0;5;Даже слышал о таких - опасная штучка. Полагаю, что здесь они добывают бериллий для них?
0;6;8;6;Не только добывают, но и выращивают. Согласно курсу, Сэр, мы будем пролетать мимо одной из карьерных планет.
1;0;0;6;Не терпится увидеть хоть какую-нибудь планету. Лучше курортную конечно, но карьерная тоже меня порадует.
0;6;8;3;Надеюсь на Ваше улучшение психического состояния.
1;0;0;6;Бля, ИПИ, держусь только так. Если бы не умел себя подбадривать - не стал бы боевым пилотом впринципе.
